,CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,WoE_Surname,WoE_Geography
37,15729599,804,33,7,76548.6,1,0,1,98453.45,False,-1.0986122886681098,-1.6089535336404206
38,15717426,850,36,7,0.0,1,1,1,40812.9,False,0.0,-1.6467574843303574
39,15585768,582,41,6,70349.48,2,0,1,178074.04,False,-0.7731898882334818,-0.7334776538120102
40,15619360,472,40,4,0.0,1,1,0,70154.22,False,-1.9459101490553135,-1.6089535336404206
41,15738148,465,51,8,122522.32,1,0,0,181297.65,True,0.0,-1.6467574843303574
42,15687946,556,61,2,117419.35,1,1,1,94153.83,False,0.0,-1.6467574843303574
43,15755196,834,49,2,131394.56,1,0,0,194365.76,True,0.0,-1.6467574843303574
44,15684171,660,61,5,155931.11,1,1,1,158338.39,False,0.0,-1.6089535336404206
45,15754849,776,32,4,109421.13,2,1,1,126517.46,False,0.0,-0.7334776538120102
46,15602280,829,27,9,112045.67,1,1,1,119708.21,True,-0.7985076962177716,-0.7334776538120102
47,15771573,637,39,9,137843.8,1,1,1,117622.8,True,-0.6931471805599454,-0.7334776538120102
48,15766205,550,38,2,103391.38,1,0,1,90878.13,False,-0.5596157879354225,-0.7334776538120102
49,15771873,776,37,2,103769.22,2,1,0,194099.12,False,0.0,-0.7334776538120102
50,15616550,698,44,10,116363.37,2,1,0,198059.16,False,0.0,-0.7334776538120102
51,15768193,585,36,5,146050.97,2,0,0,86424.57,False,-1.3862943611198906,-0.7334776538120102
52,15683553,788,33,5,0.0,2,0,0,116978.19,False,0.0,-1.6467574843303574
53,15702298,655,41,8,125561.97,1,0,0,164040.94,True,1.0986122886681098,-0.7334776538120102
54,15569590,601,42,1,98495.72,1,1,0,40014.76,True,0.0,-0.7334776538120102
55,15760861,619,43,1,125211.92,1,1,1,113410.49,False,0.0,-1.6467574843303574
56,15630053,656,45,5,127864.4,1,1,0,87107.57,False,-2.772588722239781,-1.6467574843303574
57,15647091,725,19,0,75888.2,1,0,0,45613.75,False,-1.5404450409471488,-0.7334776538120102
58,15623944,511,66,4,0.0,1,1,0,1643.11,True,-2.0794415416798357,-1.6089535336404206
59,15804771,614,51,4,40685.92,1,1,1,46775.28,False,0.0,-1.6467574843303574
60,15651280,742,35,5,136857.0,1,0,0,84509.57,False,-1.7047480922384253,-0.7334776538120102
61,15773469,687,27,9,152328.88,2,0,0,126494.82,False,-2.70805020110221,-0.7334776538120102
62,15702014,555,33,1,56084.69,2,0,0,178798.13,False,0.0,-1.6089535336404206
63,15751208,684,56,8,78707.16,1,1,1,99398.36,False,-0.9162907318741551,-1.6089535336404206
64,15592461,603,26,4,109166.37,1,1,1,92840.67,False,-2.0794415416798357,-0.7334776538120102
65,15789484,751,36,6,169831.46,2,1,1,27758.36,False,0.0,-0.7334776538120102
66,15696061,581,34,1,101633.04,1,1,0,110431.51,False,0.0,-0.7334776538120102
67,15641582,735,43,10,123180.01,2,1,1,196673.28,False,-0.4054651081081643,-0.7334776538120102
68,15638424,661,35,5,150725.53,2,0,1,113656.85,False,0.0,-0.7334776538120102
69,15755648,675,21,8,98373.26,1,1,0,18203.0,False,-1.0986122886681098,-1.6467574843303574
70,15703793,738,58,2,133745.44,4,1,0,28373.86,True,0.0,-0.7334776538120102
71,15620344,813,29,6,0.0,1,1,0,33953.87,False,0.0,-1.6467574843303574
72,15812518,657,37,0,163607.18,1,0,1,44203.55,False,-2.3978952727983707,-1.6089535336404206
73,15779052,604,25,5,157780.84,2,1,1,58426.81,False,-0.6931471805599454,-0.7334776538120102
74,15770811,519,36,9,0.0,2,0,1,145562.4,False,-2.1400661634962708,-1.6467574843303574
75,15780961,735,21,1,178718.19,2,1,0,22388.0,False,0.0,-1.6467574843303574
76,15614049,664,55,8,0.0,2,1,1,139161.64,False,-2.3978952727983707,-1.6467574843303574
77,15662085,678,32,9,0.0,1,1,1,148210.64,False,0.0,-1.6467574843303574
78,15575185,757,33,5,77253.22,1,0,1,194239.63,False,0.0,-1.6089535336404206
79,15803136,416,41,10,122189.66,2,1,0,98301.61,False,0.0,-0.7334776538120102
80,15706021,665,34,1,96645.54,2,0,0,171413.66,False,0.0,-1.6467574843303574
81,15663706,777,32,2,0.0,1,1,0,136458.19,True,-1.3862943611198906,-1.6467574843303574
82,15641732,543,36,3,0.0,2,0,0,26019.59,False,0.0,-1.6467574843303574
83,15701164,506,34,4,90307.62,1,1,1,159235.29,False,0.0,-1.6467574843303574
84,15738751,493,46,4,0.0,2,1,0,1907.66,False,0.0,-1.6467574843303574
85,15805254,652,75,10,0.0,2,1,1,114675.75,False,0.0,-1.6089535336404206
86,15762418,750,22,3,121681.82,1,1,0,128643.35,True,0.0,-1.6089535336404206
87,15625759,729,30,9,0.0,2,1,0,151869.35,False,-0.2876820724517809,-1.6467574843303574
88,15622897,646,46,4,0.0,3,1,0,93251.42,True,-0.6931471805599454,-1.6467574843303574
89,15767954,635,28,3,81623.67,2,1,1,156791.36,False,0.0,-0.7334776538120102
90,15757535,647,44,5,0.0,3,1,1,174205.22,True,0.0,-1.6089535336404206
91,15731511,808,45,7,118626.55,2,1,0,147132.46,False,-1.504077396776274,-1.6467574843303574
92,15809248,524,36,10,0.0,2,1,0,109614.57,False,-1.0986122886681098,-1.6467574843303574
93,15640635,769,29,8,0.0,2,1,1,172290.61,False,-2.5649493574615367,-1.6467574843303574
94,15676966,730,42,4,0.0,2,0,1,85982.47,False,-2.5649493574615367,-1.6089535336404206
95,15699461,515,35,10,176273.95,1,0,1,121277.78,False,-0.9162907318741551,-1.6089535336404206
96,15738721,773,41,9,102827.44,1,0,1,64595.25,False,-1.7346010553881064,-1.6089535336404206
97,15693683,814,29,8,97086.4,2,1,1,197276.13,False,0.0,-0.7334776538120102
98,15604348,710,22,8,0.0,2,0,0,99645.04,False,0.0,-1.6089535336404206
99,15633059,413,34,9,0.0,2,0,0,6534.18,False,-1.041453874828161,-1.6467574843303574
100,15808582,665,40,6,0.0,1,1,1,161848.03,False,-1.466337068793427,-1.6467574843303574
101,15743192,623,44,6,0.0,2,0,0,167162.43,False,-1.3862943611198906,-1.6467574843303574
102,15580146,738,31,9,82674.15,1,1,0,41970.72,False,-1.3862943611198906,-1.6467574843303574
103,15776605,528,36,7,0.0,2,1,0,60536.56,False,0.0,-1.6089535336404206
104,15804919,670,65,1,0.0,1,1,1,177655.68,True,0.0,-1.6089535336404206
105,15613854,622,46,4,107073.27,2,1,1,30984.59,True,0.0,-1.6089535336404206
106,15599195,582,32,1,88938.62,1,1,1,10054.53,False,0.0,-0.7334776538120102
107,15812878,785,36,2,99806.85,1,0,1,36976.52,False,0.0,-0.7334776538120102
108,15602312,605,33,5,150092.8,1,0,0,71862.79,False,0.0,-1.6089535336404206
109,15744689,479,35,9,92833.89,1,1,0,99449.86,True,-1.203972804325936,-0.7334776538120102
110,15803526,685,30,3,90536.81,1,0,1,63082.88,False,0.0,-0.7334776538120102
111,15665790,538,39,7,108055.1,2,1,0,27231.26,False,0.0,-0.7334776538120102
112,15715951,562,42,2,100238.35,1,0,0,86797.41,False,-1.6094379124341005,-1.6467574843303574
113,15591100,675,36,9,106190.55,1,0,1,22994.32,False,0.0,-1.6089535336404206
114,15609618,721,28,9,154475.54,2,0,1,101300.94,True,-1.041453874828161,-0.7334776538120102
115,15675522,628,30,9,132351.29,2,1,1,74169.13,False,-1.3217558399823195,-0.7334776538120102
116,15705512,668,37,6,167864.4,1,1,0,115638.29,False,-1.3862943611198906,-0.7334776538120102
117,15698028,506,41,1,0.0,2,1,0,31766.3,False,-2.1400661634962708,-1.6467574843303574
118,15661670,524,31,8,107818.63,1,1,0,199725.39,True,-1.3862943611198906,-0.7334776538120102
119,15600781,699,34,4,185173.81,2,1,0,120834.48,False,-1.9459101490553135,-0.7334776538120102
120,15682472,828,34,8,129433.34,2,0,0,38131.77,False,0.0,-1.6467574843303574
121,15580203,674,39,6,120193.42,1,0,0,100130.95,False,-1.0986122886681098,-1.6089535336404206
122,15690673,656,39,6,0.0,2,1,0,141069.88,False,-0.7731898882334818,-1.6467574843303574
123,15760085,684,48,10,126384.42,1,1,1,198129.36,False,-1.466337068793427,-0.7334776538120102
124,15779659,625,28,3,0.0,1,0,0,183646.41,False,0.0,-1.6467574843303574
125,15627360,432,42,9,152603.45,1,1,0,110265.24,True,-0.2876820724517809,-1.6467574843303574
126,15671137,549,52,1,0.0,1,0,1,8636.05,True,-0.8109302162163287,-1.6467574843303574
127,15782688,625,56,0,148507.24,1,1,0,46824.08,True,-0.8109302162163287,-0.7334776538120102
128,15575492,828,41,7,0.0,2,1,0,171378.77,False,-1.0986122886681098,-1.6467574843303574
129,15591607,770,24,9,101827.07,1,1,0,167256.35,False,0.0,-1.6467574843303574
130,15740404,758,34,3,0.0,2,1,1,124226.16,False,-0.9555114450274363,-1.6467574843303574
131,15718369,795,33,9,130862.43,1,1,1,114935.21,False,-1.0986122886681098,-0.7334776538120102
132,15677871,687,38,9,122570.87,1,1,1,35608.88,False,-0.35667494393873245,-1.6467574843303574
133,15642004,686,25,1,0.0,2,0,1,16459.37,False,0.0,-1.6467574843303574
134,15712543,789,39,7,124828.46,2,1,1,124411.08,False,0.0,-0.7334776538120102
135,15584518,589,50,5,144895.05,2,1,1,34941.23,False,0.0,-0.7334776538120102
136,15802381,461,34,5,63663.93,1,0,1,167784.28,False,-1.6094379124341005,-0.7334776538120102
137,15610156,637,40,2,133463.1,1,0,1,93165.34,False,-0.8266785731844678,-1.6467574843303574
138,15594408,584,48,2,213146.2,1,1,0,75161.25,True,-0.9162907318741551,-1.6089535336404206
139,15640905,579,35,1,129490.36,2,0,1,8590.83,True,0.0,-1.6089535336404206
140,15698932,756,44,10,137452.09,1,1,0,189543.9,False,0.0,-0.7334776538120102
141,15724944,663,34,7,0.0,2,1,1,180427.24,False,-1.252762968495368,-1.6467574843303574
142,15628145,682,43,5,125851.93,1,1,1,193318.33,False,0.0,-1.6467574843303574
143,15713483,793,52,2,0.0,1,1,0,159123.82,True,0.0,-1.6089535336404206
144,15612350,691,31,5,40915.55,1,1,0,126213.84,True,-1.3862943611198906,-1.6467574843303574
145,15800703,485,21,5,113157.22,1,1,1,54141.5,False,-1.6094379124341005,-1.6089535336404206
146,15705707,635,29,8,138296.94,2,1,0,141075.51,False,0.0,-1.6089535336404206
147,15754105,650,37,5,106967.18,1,0,0,24495.03,False,-1.6094379124341005,-1.6467574843303574
148,15703264,735,44,9,120681.63,1,1,0,74836.34,False,0.0,-1.6467574843303574
149,15794413,416,32,0,0.0,2,0,1,878.87,False,-0.4054651081081643,-1.6467574843303574
150,15650237,754,32,7,0.0,2,1,0,89520.75,False,-1.0986122886681098,-1.6089535336404206
151,15759618,535,48,9,0.0,1,1,0,149892.79,True,0.6931471805599452,-1.6467574843303574
152,15811589,716,42,8,0.0,2,1,0,180800.42,False,0.0,-1.6089535336404206
153,15689044,539,37,2,127609.59,1,1,0,98646.22,False,-1.3862943611198906,-1.6467574843303574
154,15709368,614,43,6,0.0,2,1,1,109041.53,False,-1.203972804325936,-1.6467574843303574
155,15679145,706,57,7,0.0,1,1,0,17941.16,True,-0.4054651081081643,-1.6089535336404206
156,15655007,758,33,7,0.0,2,0,0,82996.47,False,-1.6094379124341005,-1.6467574843303574
157,15623595,586,28,2,0.0,2,1,1,92067.35,False,-0.6931471805599454,-1.6089535336404206
158,15589975,646,73,6,97259.25,1,0,1,104719.66,False,-1.33500106673234,-1.6467574843303574
159,15804017,631,33,4,123246.7,1,0,0,112687.57,False,-1.0986122886681098,-0.7334776538120102
160,15692132,717,22,6,101060.25,1,0,1,84699.56,False,0.0,-1.6089535336404206
161,15641122,684,30,2,0.0,2,1,0,83473.82,False,-1.6739764335716716,-1.6467574843303574
162,15630910,800,49,7,108007.36,1,0,0,47125.11,False,0.0,-1.6467574843303574
163,15680772,721,36,2,0.0,2,1,1,106977.8,False,-2.3978952727983707,-1.6089535336404206
164,15658929,683,29,0,133702.89,1,1,0,55582.54,True,0.0,-1.6089535336404206
165,15585388,660,31,9,125189.75,2,1,1,139874.43,False,0.0,-0.7334776538120102
166,15724623,704,24,7,113034.22,1,1,0,162503.48,True,0.0,-0.7334776538120102
167,15588537,615,41,9,109013.23,1,1,0,196499.96,False,-1.6094379124341005,-1.6089535336404206
168,15574692,667,39,2,0.0,2,1,0,40721.24,True,-0.587786664902119,-1.6089535336404206
169,15611325,682,24,9,57929.81,2,0,0,53134.3,False,-1.8718021769015916,-0.7334776538120102
170,15587562,484,29,4,130114.39,1,1,0,164017.89,False,-1.791759469228055,-1.6467574843303574
171,15613172,628,27,5,95826.49,2,1,0,155996.96,False,-1.791759469228055,-0.7334776538120102
172,15651022,480,44,10,129608.57,1,1,0,5472.7,True,0.0,-0.7334776538120102
173,15586310,578,30,4,169462.09,1,1,0,112187.11,False,-0.6931471805599454,-1.6467574843303574
174,15625524,512,40,5,0.0,2,1,1,146457.83,False,-1.9459101490553135,-1.6467574843303574
175,15755209,484,35,7,133868.21,1,1,1,27286.1,False,-1.466337068793427,-1.6089535336404206
176,15645248,510,30,0,0.0,2,1,1,130553.47,False,0.0,-1.6467574843303574
177,15790355,606,36,5,190479.48,2,0,0,179351.89,False,-0.9162907318741551,-0.7334776538120102
178,15762615,597,40,8,101993.12,1,0,1,94774.12,False,-0.8109302162163287,-1.6089535336404206
179,15625426,754,55,3,161608.81,1,1,0,8080.85,True,0.0,-0.7334776538120102
180,15716334,850,45,2,122311.21,1,1,1,19482.5,False,0.0,-1.6089535336404206
181,15789669,510,65,2,0.0,2,1,1,48071.61,False,-0.9555114450274363,-1.6467574843303574
182,15621075,778,45,1,162150.42,2,1,0,174531.27,False,0.0,-0.7334776538120102
183,15810845,636,42,2,0.0,2,1,1,55470.78,False,-1.203972804325936,-1.6467574843303574
184,15719377,804,50,4,0.0,1,1,1,8546.87,True,-0.35667494393873245,-1.6467574843303574
185,15654506,514,32,8,0.0,2,1,0,95857.18,False,-0.2876820724517809,-1.6467574843303574
186,15771977,730,39,1,99010.67,1,1,0,194945.8,False,-1.7047480922384253,-1.6467574843303574
187,15708710,525,37,0,0.0,1,0,1,131521.72,False,-1.6094379124341005,-1.6089535336404206
188,15726676,616,30,5,0.0,2,0,1,196108.51,False,-2.639057329615259,-1.6089535336404206
189,15587421,687,34,7,111388.18,2,1,0,148564.76,False,-1.791759469228055,-0.7334776538120102
190,15726931,715,41,8,56214.85,2,0,0,92982.61,True,-0.9162907318741551,-1.6467574843303574
191,15771086,512,36,3,84327.77,2,1,0,17675.36,False,-1.7346010553881064,-1.6467574843303574
192,15756850,479,40,1,0.0,2,0,0,114996.43,False,0.0,-1.6467574843303574
193,15702741,601,32,8,93012.89,1,1,0,86957.42,False,0.0,-1.6467574843303574
194,15679200,580,29,9,61710.44,2,1,0,128077.8,False,-1.0296194171811583,-1.6089535336404206
195,15594815,807,35,3,174790.15,1,1,1,600.36,False,0.0,-1.6467574843303574
196,15635905,616,32,6,0.0,2,1,1,43001.46,False,0.0,-1.6089535336404206
197,15777892,721,37,3,107720.64,1,1,1,158591.12,False,0.0,-0.7334776538120102
198,15656176,501,57,10,0.0,2,1,1,47847.19,False,0.0,-1.6467574843303574
199,15811127,521,35,6,96423.84,1,1,0,10488.44,False,0.0,-1.6467574843303574
200,15604482,850,30,2,141040.01,1,1,1,5978.2,False,0.0,-1.6089535336404206
201,15622911,759,42,4,105420.18,1,0,1,121409.06,False,0.0,-1.6467574843303574
202,15600974,516,50,5,0.0,1,0,1,146145.93,True,-0.9555114450274363,-1.6089535336404206
203,15727868,711,38,2,129022.06,2,1,1,14374.86,True,-0.6931471805599454,-1.6467574843303574
204,15627801,512,33,3,176666.62,1,1,0,94670.77,False,-1.0986122886681098,-1.6089535336404206
205,15773039,550,37,3,0.0,1,1,1,179670.31,False,-1.0986122886681098,-1.6467574843303574
206,15755262,608,41,3,89763.84,1,0,0,199304.74,True,-1.3217558399823195,-1.6089535336404206
207,15679531,618,34,5,134954.53,1,1,1,151954.39,False,0.0,-1.6467574843303574
208,15684181,643,45,5,0.0,1,1,0,142513.5,True,0.0,-1.6467574843303574
209,15612087,671,45,2,106376.85,1,0,1,158264.62,False,-0.6931471805599454,-1.6467574843303574
210,15752047,689,33,2,161814.64,2,1,0,169381.9,False,-1.9459101490553135,-0.7334776538120102
211,15624592,603,31,8,0.0,2,1,1,169915.02,False,-1.2992829841302609,-1.6467574843303574
212,15573152,620,41,9,0.0,2,0,0,88852.47,False,0.0,-1.6467574843303574
213,15594917,676,34,1,63095.01,1,1,1,40645.81,False,-0.8472978603872036,-1.6467574843303574
214,15785542,572,26,4,118287.01,2,0,0,60427.3,False,-0.6931471805599454,-0.7334776538120102
215,15723488,668,47,7,106854.21,1,0,1,157959.02,True,-1.0986122886681098,-0.7334776538120102
216,15680920,695,46,7,49512.55,1,1,0,133007.34,False,-1.252762968495368,-1.6467574843303574
217,15786308,730,33,9,0.0,2,0,0,176576.62,False,-2.4849066497880004,-1.6089535336404206
218,15659366,807,43,1,105799.32,2,1,0,34888.04,True,-0.9444616088408512,-1.6467574843303574
219,15774854,592,54,8,0.0,1,1,1,28737.71,True,-0.2876820724517809,-1.6467574843303574
220,15725311,726,31,9,114722.05,2,1,1,98178.57,False,-1.9459101490553135,-1.6467574843303574
221,15787155,514,30,7,0.0,1,0,1,125010.24,False,-2.4849066497880004,-1.6089535336404206
222,15727829,567,42,2,0.0,2,1,1,167984.61,False,-0.8754687373538997,-1.6467574843303574
223,15733247,850,33,10,0.0,1,1,0,4861.72,True,-1.0986122886681098,-1.6467574843303574
224,15568748,671,45,6,99564.22,1,1,1,108872.45,True,-1.0986122886681098,-0.7334776538120102
225,15699029,670,37,4,170557.91,2,1,0,198252.88,False,0.0,-1.6467574843303574
226,15774393,694,30,9,0.0,2,1,1,26960.31,False,-2.4849066497880004,-1.6467574843303574
227,15676895,547,39,6,74596.15,3,1,1,85746.52,True,-1.8718021769015916,-0.7334776538120102
228,15637753,751,50,2,96888.39,1,1,0,77206.25,True,-0.6931471805599454,-0.7334776538120102
229,15605461,594,29,3,130830.22,1,1,0,61048.53,False,-1.0986122886681098,-0.7334776538120102
230,15808473,673,72,1,0.0,2,0,1,111981.19,False,0.0,-1.6467574843303574
231,15627000,610,40,0,0.0,2,1,0,62232.6,False,0.0,-1.6467574843303574
232,15787174,512,37,1,0.0,2,0,1,156105.03,False,0.0,-1.6467574843303574
233,15723886,767,20,3,119714.25,2,0,1,150135.38,False,0.0,-0.7334776538120102
234,15704769,585,67,5,113978.97,2,0,1,93146.11,False,-0.9382696385929302,-1.6467574843303574
235,15772896,763,42,6,100160.75,1,1,0,33462.94,True,-1.0986122886681098,-0.7334776538120102
236,15711540,712,29,2,0.0,1,1,1,144375.0,False,0.0,-1.6467574843303574
237,15764866,539,43,3,116220.5,3,1,0,55803.96,True,0.0,-0.7334776538120102
238,15794056,668,46,2,0.0,3,1,0,89048.46,True,-0.6061358035703154,-1.6467574843303574
239,15795149,703,28,2,81173.83,2,0,1,162812.16,False,-0.6931471805599454,-1.6467574843303574
240,15812009,662,38,4,0.0,2,1,0,136259.65,False,-1.5404450409471488,-1.6089535336404206
241,15651001,725,39,5,116803.8,1,1,0,124052.97,False,-2.772588722239781,-0.7334776538120102
242,15813844,703,37,8,105961.68,2,0,1,74158.8,False,0.0,-1.6467574843303574
243,15596175,659,67,6,117411.6,1,1,1,45071.09,True,-0.4054651081081643,-0.7334776538120102
244,15576269,523,34,7,0.0,2,1,0,62030.06,False,0.0,-1.6089535336404206
245,15797219,635,40,10,123497.58,1,1,0,131953.23,True,0.0,-1.6467574843303574
246,15685500,772,26,7,152400.51,2,1,0,79414.0,False,0.0,-0.7334776538120102
247,15599792,545,26,1,0.0,2,1,1,199638.56,False,0.0,-1.6467574843303574
248,15657566,634,24,8,103097.85,1,1,1,157577.29,False,0.0,-0.7334776538120102
249,15772423,739,54,8,126418.14,1,1,0,134420.75,True,-1.6094379124341005,-0.7334776538120102
250,15628112,771,36,5,77846.9,1,0,0,99805.99,False,-1.3862943611198906,-0.7334776538120102
251,15753754,587,34,1,0.0,2,1,1,97932.68,False,-2.3978952727983707,-1.6089535336404206
252,15793726,681,79,0,0.0,2,0,1,170968.99,False,-1.3862943611198906,-1.6467574843303574
253,15694717,544,37,2,79731.91,1,1,1,57558.95,False,-1.0986122886681098,-0.7334776538120102
254,15665834,696,28,8,0.0,1,0,0,176713.47,False,0.0,-1.6089535336404206
255,15765297,766,41,0,0.0,2,0,1,34283.23,False,0.0,-1.6089535336404206
256,15636684,727,34,10,0.0,2,1,1,198637.34,False,0.0,-1.6467574843303574
257,15592979,671,34,6,37266.67,2,0,0,156917.12,False,-1.791759469228055,-0.7334776538120102
258,15750803,693,30,6,127992.25,1,1,1,50457.2,False,0.0,-1.6467574843303574
259,15607178,850,38,3,54901.01,1,1,1,140075.55,False,-1.3862943611198906,-0.7334776538120102
260,15713853,732,42,9,108748.08,2,1,1,65323.11,False,0.0,-0.7334776538120102
261,15673481,726,48,6,99906.19,1,1,0,64323.24,False,0.0,-1.6089535336404206
262,15686776,557,32,6,184686.41,2,1,0,14956.44,False,-1.2992829841302609,-1.6467574843303574
263,15673693,682,26,0,110654.02,1,0,1,111879.21,False,0.0,-1.6467574843303574
264,15700696,738,31,9,79019.8,1,1,1,18606.23,False,-1.2992829841302609,-1.6089535336404206
265,15813163,531,36,9,99240.51,1,1,0,123137.01,False,-0.7884573603642702,-1.6089535336404206
266,15653857,498,34,2,0.0,2,1,1,148528.24,False,-0.6931471805599454,-1.6467574843303574
267,15777076,651,36,7,0.0,2,1,0,13898.31,False,-2.70805020110221,-1.6467574843303574
268,15717398,549,39,7,0.0,1,0,0,81259.25,True,0.0,-1.6089535336404206
269,15799217,791,35,7,52436.2,1,1,0,161051.75,False,0.0,-0.7334776538120102
270,15787071,650,41,9,0.0,2,0,1,191599.67,False,0.0,-1.6089535336404206
271,15619955,733,34,3,100337.96,3,1,0,48559.19,True,0.0,-0.7334776538120102
272,15796505,811,34,1,149297.19,2,1,1,186339.74,False,-1.1786549963416462,-0.7334776538120102
273,15725166,707,30,8,0.0,2,1,0,33159.37,False,0.0,-1.6467574843303574
274,15800116,712,28,4,145605.44,1,0,1,93883.53,False,0.0,-0.7334776538120102
275,15758685,706,37,7,0.0,2,1,1,110899.3,False,0.6931471805599452,-1.6089535336404206
276,15694456,756,62,3,0.0,1,1,1,11199.04,True,-2.4849066497880004,-1.6467574843303574
277,15767339,777,53,10,0.0,2,1,0,189992.97,False,-1.791759469228055,-1.6467574843303574
278,15683562,646,35,6,84026.86,1,0,1,164255.69,False,-1.6094379124341005,-1.6467574843303574
279,15782210,714,46,1,0.0,1,1,0,152167.79,True,-1.0986122886681098,-1.6467574843303574
280,15668893,782,39,8,0.0,2,1,1,33949.67,False,0.0,-1.6467574843303574
281,15669169,775,29,10,0.0,2,1,1,68143.93,False,-1.791759469228055,-1.6089535336404206
282,15643024,479,35,4,138718.92,1,1,1,47251.79,True,-1.6094379124341005,-0.7334776538120102
283,15699389,807,42,7,118274.71,1,1,1,25885.72,False,-2.4849066497880004,-1.6467574843303574
284,15708608,799,22,8,174185.98,2,0,1,192633.85,False,0.0,-1.6467574843303574
285,15626144,675,40,7,113208.86,2,1,0,34577.36,False,-1.845826690498331,-1.6467574843303574
286,15573112,602,29,5,103907.28,1,1,0,161229.84,False,-1.2992829841302609,-1.6089535336404206
287,15790678,475,32,8,119023.28,1,1,0,100816.29,False,-2.0149030205422647,-1.6467574843303574
288,15727556,744,26,5,166297.89,1,1,1,181694.44,False,-1.3862943611198906,-1.6089535336404206
289,15697307,588,34,10,0.0,2,1,0,79078.91,False,-0.2876820724517809,-1.6089535336404206
290,15652266,703,42,9,63227.0,1,0,1,137316.32,False,0.0,-0.7334776538120102
291,15607098,747,41,5,94521.17,2,1,0,194926.86,False,0.0,-1.6089535336404206
292,15655774,583,27,7,0.0,2,1,0,51285.49,False,-1.6094379124341005,-1.6467574843303574
293,15590241,750,34,9,112822.26,1,0,0,150401.53,True,-1.2992829841302609,-1.6089535336404206
